sep=,
DeviceTag:,tibiaLeft,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.6.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.4,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2021-03-19 14:41:38.363 +0800,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2021,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
174, 405000319, 0.612416, -0.3288205, -0.68364805, -0.22237656, 0.3793614, -0.33124408, 0.030129433
175, 405016986, 0.61252475, -0.3280061, -0.6841938, -0.2215997, 0.36431986, -0.24935116, -0.022788048
176, 405033653, 0.61272806, -0.32721993, -0.684632, -0.22084498, 0.37648523, -0.15385748, -0.013671875
177, 405050320, 0.6129044, -0.3266326, -0.68492764, -0.22030765, 0.33136913, -0.07189249, 0.003443718
178, 405066987, 0.613069, -0.326173, -0.6851211, -0.21992934, 0.21555366, -0.09907983, -0.0089178085
179, 405083654, 0.6132565, -0.32569897, -0.6852928, -0.21957341, 0.21678746, -0.06717838, -0.056937218
180, 405100321, 0.6134305, -0.3253414, -0.68539757, -0.21928984, 0.273448, 0.029877312, -0.028450012
181, 405116988, 0.6135238, -0.32521975, -0.6854022, -0.21919496, 0.16987967, 0.060413428, 0.0033006668
182, 405133655, 0.6135767, -0.32518354, -0.68536776, -0.21920818, 0.05635924, -0.020042518, 0.027620316
183, 405150322, 0.6137229, -0.32497773, -0.6853543, -0.21914686, 0.02456318, 0.0021095152, 0.002333641
184, 405166989, 0.61387354, -0.32479972, -0.68532795, -0.21907099, 0.09922053, 0.11874685, -0.040403366
185, 405183656, 0.6139226, -0.32490718, -0.68520606, -0.21915527, -0.013672288, 0.1916218, 0.040384293
186, 405200323, 0.61389804, -0.32502607, -0.68512446, -0.21930288, -0.2120977, 0.24004588, -0.036301613
187, 405216990, 0.61386055, -0.32505587, -0.6851274, -0.21935466, -0.20777094, 0.262714, -0.09364796
188, 405233657, 0.613774, -0.32511598, -0.68518144, -0.21933895, -0.102862, 0.2901074, -0.036743164
189, 405250324, 0.6136307, -0.32522163, -0.6852625, -0.21933013, -0.09757101, 0.25733763, -0.023575783
190, 405266991, 0.6134837, -0.32524428, -0.68540275, -0.219269, -0.21245934, 0.11341852, -0.018819809
191, 405283658, 0.613381, -0.3250775, -0.6856613, -0.21899532, -0.1282182, 0.099085525, -0.03788376
192, 405300325, 0.6132681, -0.32492802, -0.6859201, -0.21872254, 0.09279498, 0.14675413, -0.036863327
193, 405316992, 0.61310744, -0.32492846, -0.6861243, -0.21853164, 0.13082035, 0.1403154, -0.07000065
194, 405333659, 0.61291224, -0.3250333, -0.6862901, -0.21840288, 0.063977905, 0.06819045, -0.005867958
195, 405350326, 0.61270726, -0.32510033, -0.6864848, -0.21826641, 0.03793909, 0.0076480545, -0.01442337
196, 405366993, 0.6125533, -0.32506505, -0.68670565, -0.21805651, 0.08597605, 0.0024446729, -0.0025224686
197, 405383660, 0.6123944, -0.32506552, -0.6869012, -0.21788599, 0.20697658, 0.03210585, -0.0044527054
198, 405400327, 0.61217725, -0.32524192, -0.68700755, -0.21789825, 0.20913437, -0.007828318, -0.022075653
199, 405416994, 0.61196244, -0.32547662, -0.6870579, -0.21799195, 0.20808028, -0.059072237, -0.046779633
200, 405433661, 0.6117602, -0.3257319, -0.6870769, -0.21811837, 0.1666535, -0.12008513, 8.9645386E-4
201, 405450328, 0.6116222, -0.32590312, -0.68708354, -0.2182284, 0.17465392, -0.14480968, -0.005756378
202, 405466995, 0.6115382, -0.32602784, -0.6870677, -0.2183276, 0.19015588, -0.11511242, 0.013916969
203, 405483662, 0.6114844, -0.3261031, -0.687037, -0.21846256, 0.11858077, -0.07586499, 0.015048981
204, 405500329, 0.61153346, -0.32608443, -0.6869769, -0.21854186, 0.09609493, -0.04533111, -0.05558586
205, 405516996, 0.61151946, -0.3261761, -0.6868713, -0.21877606, 0.12674168, -0.0013941621, -0.04346466
206, 405533663, 0.61148167, -0.3264413, -0.6866707, -0.21911561, 0.10468274, -0.10085117, 0.017066956
207, 405550330, 0.61144406, -0.32670033, -0.6864631, -0.21948491, 0.10176768, -0.076300286, -0.031819344
208, 405566997, 0.6114366, -0.32692462, -0.6862391, -0.21987173, 0.08127244, -0.109952055, 0.070056915
